rating,title,text,location,num_contributions,date,praia
5,Boa praia.,"Gostei da praia. Águas calmas, embora com ondas, temperatura agradável. Arborizada, o que ajuda quem tem crianças. Local muito bonito. Muitos restaurantes na orla.",,14,14 de fevereiro de 2020,praia_cabeçudas
4,Legal,"Uma praia normal, nada de mais, bom para quem mora ou está em Itajaí e quer uma praia limpinha mais perto.","Itajaí, SC",55,27 de janeiro de 2020,praia_cabeçudas
5,Férias 2020,"A praia é muito boa, apesar das fortes ondas, vale a visita, e as fotos, vários quiosques ao longo da praia com preços muito bons","São Paulo, SP",33,27 de janeiro de 2020,praia_cabeçudas
4,Boa praia,"Não é uma praia tão bonita, mas tem bom mar para banho, e os restaurantes atendem na areia sem cobrar pelo uso das cadeiras e guarda-sol.","Araçatuba, SP",186,25 de janeiro de 2020,praia_cabeçudas
5,A praia mais calma da região,"É a praia mais calma da região. Água super limpa, praia super limpa e sem muita gente trazendo caixas de som. Não possui muitos vendedores te incomodando o tempo todo. Os valores dos bares são razoáveis. Tudo perto, dá pra ir à pé. Super recomendo!!!","Uberaba, MG",5,25 de janeiro de 2020,praia_cabeçudas
5,Praia de cabeçudas,"Melhor praia de Itajaí, mar calmo com leves ondas, areia fina. Mas, é melhor ir durante a semana, no domingo lota com gente ouvindo música e é um saco, preços razoáveis.",,3,20 de janeiro de 2020,praia_cabeçudas
5,Praia linda!!,"Praia ótima para banho, água limpa e tranquila.. É pequena e fica entre duas montanhas Muito bonita, vale a pena o passeio!! Tem dias que fica parecida com uma piscina!!","São Paulo, SP",135,18 de janeiro de 2020,praia_cabeçudas
5,Ótima infraestrutura,"Visitamos a praia por 2 dias e gostamos muitos da experiência.  Os bares e restaurantes oferecem cadeiras de praia e guarda sol mediante consumação.  Durante os 2 dias utilizamos fos serviços do Bar do Rico. Os preços são bons e as porções e lanches são muito gostosas com preço acessível.  Ao lado do bar, tem um estacionamento que cobra 30 reais a diária (aceita cartão).  Tem banheiros limpos, chuveiro e uma lanchonete com opções d3 sanduíche natural, sucos e salada de frutas. A praia é limpa e  não estava muito cheia. Dá para deixar as crianças mais a vontade. Apenas precisa se atentar com as ondas que dependendo da maré ficam mais fortes.  Mas dá para aproveitar bastante com a família toda. Estávamos em 03 adultos e 02 crianças (6 anos  e 2 anos).","Jundiaí, SP",2,17 de janeiro de 2020,praia_cabeçudas
4,Familiar,"Tranquila, segura e bem familiar. Há estrutura para turistas, como estacionamento,cadeiras, ombrelones, duchas e restaurantes que atendem à beira mar. Fica próxima a outras praias e pontos reservados para esportes.Gostei.","São Paulo, SP",31,12 de janeiro de 2020,praia_cabeçudas
4,Bonita,"É uma praia tranquila da região, gostei muito pois o mar é sossegado, o que permite o banho. Não possui muitas opções de restaurantes e bares. As pedras da praia são lindas e tem acesso por escada.","Panambi, RS",12,8 de janeiro de 2020,praia_cabeçudas
5,Praia limpa e com boas instalações,"Praia boa, tranquila e sempre que vou está limpa. Possui banheiros químicos e chuveiros, todos de uso gratuito, o que facilita muito para passar o dia na praia.","Joinville, SC",51,28 de dezembro de 2019,praia_cabeçudas
5,Praia linda,"Tem um charme de praia de cidade pequena, já que existe um pequeno bairro junto à praia, cercado de montanhas . Agua calma areia fofa ideal pra todos. Recomendo",,85,11 de novembro de 2019,praia_cabeçudas
4,Bastante familiar,Se você vai sozinho com o intuito de paquerar talvez esteja na praia erra . Ótima praia com boas opções de bares e restaurante . Mas o agito fica na praia Brava ali do lado . Se for com a família sem pretensão de azarar eh uma ótima opção . Fácil acesso perto do centro de Itajaí com opções de bares e restaurantes .,"São Paulo, SP",2,3 de novembro de 2019,praia_cabeçudas
4,Linda,Excelente praia boa p passear fica próxima a outra atração que e o bico do papagaio tem um calçadão em que vc pode da uma volta passeio com família praia limpa tranquila bom em outubro ainda e meio friozinho mais da p curtir nos dias que aparecer o sol. Super recomendo .mar agitado tbm tem que ter cuidado com crianças.,"Navegantes, SC",13,3 de novembro de 2019,praia_cabeçudas
4,Praia Familiar,Praia calma e tradicional. Não tem muitas opções de comida. Bom para caminhadas familiares. Tem uma Igrejinha na ponta da praia ótima para fotos.,"Curitiba, PR",47,2 de novembro de 2019,praia_cabeçudas
3,Relax,"É uma praia muito bonita e bem frequentada com pessoas bonitas e famílias. É muito organizada e limpa. O único aspecto ruim é que a praia é realmente brava, o mar é bem agitado. Não dá pra ficar muito tempo no mar por causa da força das ondas.","Curitiba, PR",5,16 de outubro de 2019,praia_cabeçudas
3,Para família,"Nesta praia vc se sente à vontade , vai de tudo , pessoas que não possuem traje de banho vão de cueca , calcinha , fazem churrasco na praia , colocam som alto embaixo dos guarda-sóis. Tem vários cachorros na areia , praia lota de gente humilde , vc se sente bem !","Itajaí, SC",27,15 de outubro de 2019,praia_cabeçudas
5,Sol e mar,"Belíssima vista, ciclovias que rodeiam toda a praia, restaurantes e cafés próximos do mar. No local encontra-se também o ponto turístico Bico do papagaios logo à frente o Molhes de Itajaí.","Tijucas, SC",347,22 de setembro de 2019,praia_cabeçudas
5,Praia top,Praia linda lugarzinho top numa região privilegiada de Itajaí SC muito bom pra família toda . SHOW!!,"Joinville, SC",19,31 de agosto de 2019,praia_cabeçudas
4,Lugar lindo e limpo,"A prefeitura da cidade e os moradores investiram na conservação do ambiente, então há preservação com aproveitamento da natureza. Recomendo a visita.","Santa Maria, RS",25,13 de julho de 2019,praia_cabeçudas
4,Lindo !!!,"Praia limpa, muito bonita, aconchegante com alguns chuveiros (as vezes em reforma), bastante lugar para estacionar nas ruas adjuntas e alguns lugares com preço bacana para dividir com os amigos, com certeza vale a pena.","Itajaí, SC",9,8 de julho de 2019,praia_cabeçudas
4,Boa praia,"Não é a praia mais badalada da região, muito pelo contrário; seus tempos de ouro ficaram  no passado, mas ainda tem seu charme.","Balneário Camboriú, SC",16,3 de julho de 2019,praia_cabeçudas
4,Feriado lotado,"Estivemos no feriado e a praia estava lotada, por ser uma faixa de areia pequena. Esperamos bom tempo para conseguir cadeira e guarda sol do restaurante.",,264,23 de junho de 2019,praia_cabeçudas
4,Muita pedra,"Essa praia tem uma boa extensão, a água não é azul, a areia é bem branquinha. tem muitos arrecifes que se formam na areia, onde acabaram por fazer tipo uma trilha para a  ilha que em dias de maré baixa é fácil de acessar. Tem pouco comércio por perto, é um pouco longe do centro, pousada ou hotel, dá pra contar quantos têm. A praia é limpa, o mar parece um pouco agitado, as ondas quebram muito próximo da areia, isso dá a impressão de ter buraco ali. Valeu estar hospedada próximo dali e passear pela areia da praia, dá medo de entrar. A vista é bonita. No calçadão tem ciclovia, área para pedestres, alguns pontos da praia tem aparelhos de academia ao ar livre.","Araraquara, SP",5,16 de junho de 2019,praia_cabeçudas
5,Praia muito top das galaxias,"Praia muito familiar, com muitas opções para todos os estilos, desde um almoço com a familia e os amigos, a prática de esportes de bikes, jogos na areia, atividades aquáticas, por sem um lugar com mar calmo e muito convidativo. Indico um choppinho ou chimarrão a beira do mar.",,7,5 de junho de 2019,praia_cabeçudas
5,Competição em Praia maravilhosa,"Praia charmosa e de fácil acesso, com boa estrutura de restaurantes e estacionamento. Muitas árvores também.",,13,5 de junho de 2019,praia_cabeçudas
5,Tranquilidade é o nome,"Praia calma, limpa e organizada. Detalhe para o fluxo organizado dos veículos na orla, pois é sentido único e com ruas estreitas","Estância Velha, RS",68,5 de junho de 2019,praia_cabeçudas
4,Praia pequena e ótima para passear,"A praia de cabeçudas é pequena e conta com estrutura de bares em frente a praia. É ótima para um passeio em família, para caminhar, tomar água de coco.",,9,2 de maio de 2019,praia_cabeçudas
4,"Se vc gosta de “agito”, este não é seu lugar","Bom hotel, muito limpo, valores honestos, ambiente agradável, apesar de alguns hóspedes mal educados insistirem em fumar na varanda, muito embora haja vários  avisos pelo hotel de que “é proibido fumar” e “hotel para não fumantes”. Linda vista, ótimo café da manhã. Pena não ter serviço de praia - vc pode alugar cadeiras e guarda sol- e pena tb não ter estacionamento.","São Paulo, SP",54,20 de abril de 2019,praia_cabeçudas
3,Simples - Beleza Natural,"A praia não possui uma extensão grande, fica lotada rapidamente por pessoas locais. É uma praia simples, com poucas opções de restaures e estes são simples também. Vale um passeio rápido bem cedo para curtir a paisagem. A mesma é muito frequentada pela população local..","Itajaí, SC",132,12 de abril de 2019,praia_cabeçudas
5,Maravilhosa,"Praia e maravilhosa , calma , limpa , segura , somente falta hotel descente pois o único que ela possui é sofrível , porém a praia é linda e concerteza deve ser ponto de parada obrigatório","Guarulhos, SP",147,2 de abril de 2019,praia_cabeçudas
5,Paraíso no meio de Itajai,"Praia linda, fácil acesso de carro e bicicleta, agraciada com morro e pedras que deixam a praia mais linda ainda. A capela de Santa Terezinha nos faz viajar em um pouco da história do bairro. Há muitas opções de bares e restaurantes. Praia calma, excelente para curtir com o amor, família e amigos.","Itajaí, SC",25,29 de março de 2019,praia_cabeçudas
5,Ótima Surpresa,"Estive nessa praia somente 1 vez, porém queria ter voltado, ótimo custo benefício, preço justo, bom e barato, a praia é limpa, bonita, vazia, tranquila, sossegada, ótima para banho. Fica próxima do porto então é possível ver navios gigantes passando bem ao fundo, não perto.  certamente foi uma das praias que meus filhos mais gostaram e adoraram brincar com os siris na areia.","Cuiabá, MT",73,26 de março de 2019,praia_cabeçudas
5,Muito boa,"Praia tranquila, limpa e com ambiente familiar. Há alguns quiosques que servem refeições na areia e você pode usar as cadeiras de praia e guarda sol que eles fornecem sem pagar nada a mais por isso. Atendimento cordial e aceitam cartões. Gostei muito.","São José dos Pinhais, PR",8,23 de março de 2019,praia_cabeçudas
5,Tranquilidade,A praia é uma delícia... pouco movimento... bares de praia com cadeiras e guarda sol disponíveis.... petiscos e bebidas servidos na praia... água do mar limpinha.... Lugar ideal para descansar e curtir o verão!!!,,48,21 de março de 2019,praia_cabeçudas
5,Ótima praia,"Excelente para toda família , principalmente durante os dias de semana. Recomendo tanto no verão quanto inverno","Itajaí, SC",12,17 de março de 2019,praia_cabeçudas
4,Praia bem legal!!,"Praia bem maneira com calçadão para caminhadas e passeios de bike ... paisagem linda ao redor// Tem alguns restaurantes e quiosques que montam cadeiras e guarda-sóis e servem na praia // Há uma pedra interessante que adentra o mar e sobe-se nela por uma escada .. é bem divertido// As pessoas saltam dela, mas achei meio perigoso.. a maré estava forte. // Mar azulzinho com boas ondas, excelente para um ótimo banho. / O único porém é que fica lotada no verão e a faixa de areia não é muito extensa.","Caxias Do Sul, RS",896,7 de março de 2019,praia_cabeçudas
5,Praia em Família,"Ótima praia em ITAJAI para aproveitar bons momentos com a família, ideal para brincar com os filhos, descansar, tomar água de coco e comer um petisco de camarão... tomar uma cerveja vai bem também...possui estacionamentos pagos, duchas, restaurantes simples mas bem servidos. Praia família","Itajaí, SC",36,4 de março de 2019,praia_cabeçudas
5,Praia perfeita!,"Mar calmo,  areia limpa... paisagens lindas, com salva vidas a disposição(apesar que acho muito difícil alguém se afogar, águas calmas e límpidas). Praia ótima para ir com crianças,  tem restaurantes bons na beira mar, ambulantes com várias opções. Voltaremos com certeza","Jaraguá do Sul, SC",30,26 de fevereiro de 2019,praia_cabeçudas
5,Tranquilidade,"Muito boa, linda, tranquila, sem aquela centena de ambulantes pra te atormentar, adoramos. Voltaremos com certeza!!!","Goiânia, GO",26,20 de fevereiro de 2019,praia_cabeçudas
4,Praia muito boa,"É uma praia calma ,  e você aproveita bastante com sua família, tranquila por isso é boa mesmo estando com crianças pequena, consegue aproveitar o dia todo com uma bela vista .","Itajaí, SC",1,11 de fevereiro de 2019,praia_cabeçudas
4,Belíssima praia mas muito próximo a foz do rio,Bela praia movimentadíssima no verão Rua estreita calçada idem mas o que mais incomoda é a veracidade da qualidade da água do mar.,Brasil,271,8 de fevereiro de 2019,praia_cabeçudas
5,Recomendo o nascer do sol,"Visitei a praia sem por acaso. Como estávamos em abril, o clima estava um pouco frio, então pegamos umas cadeiras, uns casacos, sentamos à beira da praia, tomamos vários drinks e bebidas, contamos várias histórias (já no início da noite)... Bem, e eu registrei o mais lindo nascer do sol até então já visto por mim.","Macapá, AP",177,31 de janeiro de 2019,praia_cabeçudas
5,Lugar lindo,"A praia é muito bonita com aguas claras e rasas. Muito bem localizada com comercio próximo. Os preços são bons e o atendimento tb é rápido. Fomos em novembro, estava ventando muito.","Sorocaba, SP",35,25 de janeiro de 2019,praia_cabeçudas
2,Muito suja,"Sujeira natural e humana, a prefeitura podia cuidar melhor dessa praia. Galhos, folhas, plásticos e muita bituca",,4,24 de janeiro de 2019,praia_cabeçudas
3,Mistura visual perfeita,"Local que alia mar, árvores, formações rochosas aproveitadas pelo homem para, com pequenas pontes e escada, acessar os espaços e visualizar o mar sob outra perspectiva. Vários quiosques de atendimento ímpar que levar o seu pedido até vc na beiramar... adorei!",,55,21 de janeiro de 2019,praia_cabeçudas
5,Excelente praia familiar,"Praia calma, ótima para crianças e descanso. Bons quiosques. Ondas não são perigosas. Bias opções de almoço ou de petiscos.","Belo Horizonte, MG",6,19 de janeiro de 2019,praia_cabeçudas
5,Praia com agua calma ótima para crianças,A praia é bem pequena e fica lotada no final de semana!! As crianças adoram por causa da tranquilidade das ondas!! Muito recomendada!!!,"Curitiba, PR",305,18 de janeiro de 2019,praia_cabeçudas
5,Praia para Familia,"Praia limpa, com restaurantes de bom preço proximos. Tem ondas apenas na parte rasa. Tem corrimao e escadas para subir nas pedras, muito legal para tirar fotos.","Sertãozinho, SP",32,17 de janeiro de 2019,praia_cabeçudas
4,Sombra à tarde.,"Praia de fácil acesso, com opção de estacionar na rua ou estacionamento (R$25 com chuveiro e banheiro). A praia é limpa, bonita, possui banheiro químico... p/ emergência... e chuveirinho. Chama atenção as arvores na orla que sombream bem a tarde. Ondas médio a forte... não recomendo com crianças... embora as minhas se divertiram bastante.",,17,13 de janeiro de 2019,praia_cabeçudas
3,"Praia interessante, só isso.",Eu gosto muito de água e na ocasião fui ate a praia e não gostei. A água estava muito cheia de algas. Praia comum; tem bares e lojinhas a beira mar. Tem uma pedra na beira da orla lugar legal para tirar fotos.,,50,12 de janeiro de 2019,praia_cabeçudas
5,Uma delicia,"Ótima praia com banheiros químicos pra quem precisar. O mar é calmo, e não fica muito lotada, da pra jogar frescobol. Super recomendo","São Paulo, SP",10,9 de janeiro de 2019,praia_cabeçudas
5,Bela Praia,"Praia muito bonita  e aprazível, boa extensão de terra, há arvores na beira da Orla , vista incrível, não conhecia as praias de Itajaí e me surpreendi positivamente.","Gravataí, RS",10,7 de janeiro de 2019,praia_cabeçudas
5,Nossa praia preferida,"Moramos em Itajaí, é nossa praia favorita por ser limpa e bem cuidada. As árvores no calçadão fazem sombra na areia e fica um local bem agradável para relaxar com a família (fora da alta temporada), nós dias de festas de final de ano é  muito cheia e o acesso fica dificultado. O visual é lindo e tem uma pista de caminhada e ciclovia na orla tornando um local especial para caminhada e pedal leve.","Itajaí, SC",48,7 de janeiro de 2019,praia_cabeçudas
5,Ótima para Família,"Estivemos em família e a praia é ótima. Possui estacionamento (R$ 25,00) com ducha e banheiro limpos frente mar. Praia extremamente limpa e curta, sem badalação. Ideal para família.",,59,4 de janeiro de 2019,praia_cabeçudas
5,Vista diferenciada.,"Bela vista, com uma pedra com acesso ao mar, proporcionando belas fotos. Areia macia e com muitas famílias. Antes de chegar na praia tem um deck com a pedra do ""bico do papagaio"" que proporciona a vista inteira da praia da cabeçudas.","Piracicaba, SP",44,2 de janeiro de 2019,praia_cabeçudas
5,Dúvida,Gostaria de saber Onde deixar o carro em segurança dia 31 de dezembro para assistir os fogos da virada??,"Blumenau, SC",2,29 de dezembro de 2018,praia_cabeçudas
4,Praia Boa,"É de fácil acesso, uma praia bonita e gostosa, o mar é calmo, só  não gostamos muito da alimentação do local.",,16,26 de dezembro de 2018,praia_cabeçudas
4,Partiu praia,"É uma ótima experiência visitar a praia de Cabeçudas. É uma praia limpa, com opção de chuveiro público para se limpar após sair do mar, opções no entorno para estacionar (é bom chegar mais cedo para garantir um bom local de estacionamento). Há um espaço muito bom para caminhada. Há opção para comer ao longo da praia. Bom para banho de mar e uma boa faixa de areia. Excelente para levar a família e passar um dia ensolarado.","Blumenau, SC",35,26 de dezembro de 2018,praia_cabeçudas
5,Linda,"Fui passar o dia! Estacionamos na rua, 2 quadras da praia. Na avenida tem restaurantes e bares. A paisagem é linda, tem uma ilha de pedra que dá um toque muito bonito ao visual. Gostei muito.","São Paulo, SP",628,26 de dezembro de 2018,praia_cabeçudas
4,Charmosa,"Uma linda praia perto do centro de Itajai( se estiver hospedado no centro e gostar de caminhar e um lindo passeio).Charmosa, uma das primeiras praias de banhistas de Santa Catarina.Casas lindas , calçadão muito arborizado e com vagas para estacionar nas ruas sem necessidade de pagar .",,210,17 de dezembro de 2018,praia_cabeçudas
4,Praia limpa e calma um lugar tranquilo.,Gostei dos dias que passei por lá. Recomendaria a qualquer pessoa. Perto de balneário Camburiú e perto do aeroporto de Navegantes.,,4,12 de dezembro de 2018,praia_cabeçudas
3,OPÇÃO DE PASSEIO EM ITAJAI,"A praia não é muito bonita, mas é uma boa opção de passeio em Itajai. Lugar muito tranquilo.  tem alguns quiosques para lanche .","Curitiba, PR",25,5 de dezembro de 2018,praia_cabeçudas
4,Excelente localização!,Localização privilegiada. LImpeza impecavel. Acomodações grandes e confortáveis. Pena que não tem acessibilidade para idosos e deficientes físicos.,"Santo André, SP",18,20 de novembro de 2018,praia_cabeçudas
4,Agradável,"Praia pequena, muito tranquila.  Águas calmas, rasas e extremamente limpas. Pouca infraestrutura, senti falta de um local para alugar cadeiras. Não há vendedores ambulantes, com exceção de um ou dois picolezeiros. Areias limpas, gostei muito desta parte do litoral catarinense.","Pelotas, RS",80,19 de novembro de 2018,praia_cabeçudas
3,Praia tranquila,"Uma praia bem agradável, ambiente familiar, tem duchas nas saídas das praias, não tem banheiro público, mas vários restaurantes e bares que se consumir pode usar. Não tem muita estrutura e talvez seja essa a razão de não ser tão cheia.",,61,15 de novembro de 2018,praia_cabeçudas
5,Hotel Marambaia Cabecudas,"Excelente lugar para ficar. Hotel bom e barato. Praia limpa e sem ambulantes. Perto da cidade e dá para fazer bate volta em Blumenau, Nova Trento, Pomerode etc. Vale a pena almoçar / jantar no iate clube, otima comida","São Paulo, SP",5,6 de novembro de 2018,praia_cabeçudas
5,Praia linda e com trapiche natural!,"A Praia de Cabeçudas é uma das minhas preferidas na região do Vale do Itajaí. Além das águas claras e tranquilhas, a praia também possui um charmoso trapiche natural. É recomendada para famílias com filhos, tem uma ótima estrutura com restaurantes, hoteis e pousadas, calçadão arborizado e tem uma boa faixa de areia fina e clarinha. Vale a pena conhecer!","Alto Paraíso de Goiás, GO",144,23 de outubro de 2018,praia_cabeçudas
5,"""Praia maravilhosa.""","Praia agradável, água limpa com salva vidas o tempo todo orientando os banhistas, com vários banheiros ecológicos, ideal para passar o dia com a família. Tem vários restaurantes com comidas para todos os gostos, desde lanches a pratos mais elaborados e com preços acessíveis . Adoramos!!!","Sarandi, RS",41,11 de outubro de 2018,praia_cabeçudas
4,Familiar,"Bom lugar para ir com a família e amigos, tem vários bares e restaurantes e quiosques. chegar cedo garante ficar proximo das sombras das árvores o que é um diferencial.","Itajaí, SC",13,2 de outubro de 2018,praia_cabeçudas
5,Praia tranquila pra banho.,"Praia limpa e tranquila pra banho. O local melhor é no canto da direita onde fica com publico mais tranquilo e  familiar. Chegando cedo vc consegue cadeiras guarda sol e espreguiçadeiras ainda disponíveis nos quiosques com preços acessíveis . A questão do estacionamento é mais complicado sendo difícil conseguir, mais fácil nas ruas de trás.","Itajaí, SC",21,30 de setembro de 2018,praia_cabeçudas
5,Praia linda !,"Praia linda em um dos bairros mais charmosos de Itajaí , o mar é agitado tem que tomar cuidado com crianças . O caminho até a praia é bem bonito, aos domingos a praia fica bem cheia.","Itajaí, SC",460,25 de setembro de 2018,praia_cabeçudas
4,Tranquilo,"Fui através de um tour lugar bonito e mais tranquilo q as praias de Balneário, bom para quem se hospeda perto, mas vale uma visita.","São Paulo, SP",50,30 de agosto de 2018,praia_cabeçudas
3,Iate Clube Cabeçudas,"Lugar lindo, ambiente muito claro, salão muito grande, mesas desproporcionais, comida nada alem do trivial, adega vinhos sempre desligada, uma observação muito importante observar o contra-rótulo dos Vinhos.","Itajaí, SC",7,27 de agosto de 2018,praia_cabeçudas
5,Aconchegante,A Praia de cabeçudas fica entre a praia brava (acesso a uma pequena Serra de uns 3 km) e a praia do Atalaia em Itajaí. Local bem residencial e aconchegante para estar com a família e amigos. Praia pequena com poucos e bons restaurantes.,,15,27 de agosto de 2018,praia_cabeçudas
5,Praia muito linda e aconchegante,"A praia é calma em períodos de baixa temporada, muito adequada a caminhadas e corridas, pois é plana. Também é possível encontrar bares e restaurantes na orla. Os prédios e casas são de moradores e veranistas, não se caracterizando como um local turístico, o que torna mais interessante o local.","Porto Alegre, RS",47,10 de agosto de 2018,praia_cabeçudas
1,Praia boa mas...,"À praia e linda e calma. Porém os moradores impedem o desenvolvimento, afastam turistas. É proibido estacionar o carro a noite. Não tem restaurante nem outros comércios.","Balneário Camboriú, SC",30,9 de agosto de 2018,praia_cabeçudas
5,De passagem,"Tranquilo nesta epoca do ano, bom pra meditar, relaxar,  se exercitar, ou simplesmente olhar o mar. Pela manhã, depois do almoço ou no final de tarde.","Itajaí, SC",22,7 de agosto de 2018,praia_cabeçudas
5,Pousada Cabeçudas,"Lugar maravilhoso, com uma vista incrível para o mar, um verdadeiro paraíso!!! Recomendo pedir um café especial e as gostosuras ali disponíveis!!!",,4,7 de agosto de 2018,praia_cabeçudas
4,Praia gostosa,"Localizada em um cantinho mais abrigado de Itajaí, praia bonita e de aguas mais tranquilas. Com familia e crianças é bem bacana pois nao tem muito agito. Não ha muita estrutura de bares de praia. Em Compensação pode-se dar um passeio delicioso pela ciclovia que vai ou inicia nela! Recomendo!","Itajaí, SC",104,31 de julho de 2018,praia_cabeçudas
3,Duas caras,"Na temporada a praia é invadida por milhares de pessoas com caixas de som, isopores de bebida e muito lixo. Não recomendo. Fora de temporada é um lugar calmo e tranquilo para se estar e pode ser um ótimo passeio.","Itajaí, SC",35,30 de julho de 2018,praia_cabeçudas
4,Maravilhosa,"Praia enorme de grande extensão ótima para caminhada, já para se tomar um banho é um pouco gelada dependendo da época do ano","Caçapava, SP",201,20 de julho de 2018,praia_cabeçudas
4,Melhor de Itajaí!,"Sem dúvida a melhor praia de Itajaí, esse minha opinião é pela a junção de infrainstrutura, mais natureza, mais conforto. Com bares e restaurentas a poucos metros do mar e com uma vista uma linda vista ótima para passar um dia inteiro. A dica para visita-lá é alugar uma bicicleta lá no Centro ou no Saco da Fazenda e chegar lá pedalando, bem legal.","Mauá, SP",365,18 de julho de 2018,praia_cabeçudas
4,"Lindo lugar para curtir praia, passear e realizar esportes :)","Gosto muito de Cabeçudas, as praias fora de temporada sao calmas, boas para tomar sol, passear, ir nos barzinhos e barracas proximas. Adoro também caminhar e andar de bicicleta por lá. A vista é maravilhosa !","Itajaí, SC",13,18 de julho de 2018,praia_cabeçudas
5,um paraiso,otima praia para caminhar e um local ideal para criancas pois o mar nao e violento.  Esta atualmente com uma boa infre-estrutura de restaurantes e bares na avenida.,"Itajaí, SC",188,10 de julho de 2018,praia_cabeçudas
4,Ótima,"Agradável e limpa! Fui em junho baixa estação, adorei!  Restaurantes em toda a beira da praia e muitas opções de comidas.","Porto Alegre, RS",13,24 de junho de 2018,praia_cabeçudas
5,Uma praia para se viver,"Belíssima praia na cidade de Itajaí, para quer fugir da badalada Balneário Camboriú e ainda encontra natureza exuberante num bairro residencial e seguro. Conheça a bela praia de Cabeçudas.","Itajaí, SC",36,20 de junho de 2018,praia_cabeçudas
4,Praia calma e gente amiga,"Muito legal , praia de águas limpas e quentes. Areia um pouco suja com guimbas de cigarro, mas bem localizada e com vasta opções de restaurantes no entorno.",,57,20 de junho de 2018,praia_cabeçudas
5,Tranquila e aconchegante,"Uma pequena baia, muito linda e aconchegante. Mar calmo e excelente para crianças. Bons restaurantes e barracas de praia com petiscos e água. Também tem chuveiros na orla para tirar a água de sal do corpo.","Penha, SC",299,19 de junho de 2018,praia_cabeçudas
5,Amo SC,"Outro lugar que você não pode deixar de visitar é a praia cabeçudas, é uma praia de otima localização, bem limpa, e pra quem gosta de agito essa praia é ideal!!",,9,12 de junho de 2018,praia_cabeçudas
5,Praia de cabeçudas,Linda praia com uma bela pedra no meio alguns restaurantes e um acesso à praia Brava muito bonito pelo morro.,,31,29 de maio de 2018,praia_cabeçudas
5,Linda praia em meio a natureza.,"Praia linda e bem cuidada. A praia é muito limpa, tem calçadão em toda orla, com vários bancos. Calçadão bem limpo. As árvores fazem uma sombra deliciosa e deixam o ambiente menos aquecido. Tem bastante barzinho na orla.É proibido som automotivo na orla, o que garante um ambiente sossegado. Mesmo fora da temporada é um lugar  extremamente agradável para se visitar.","Praia do Rosa, SC",124,21 de maio de 2018,praia_cabeçudas
3,BIG HEAD,Atende aos requisitos de QUEM GOSTA DE NATUREZA E PRAIS. O preço é compatível com o que é oferecido.,"São Paulo, SP",23,19 de maio de 2018,praia_cabeçudas
4,Praia Urbana bem localizada.,"O acesso pode ser feito através de Itajai, fica após o porto sentido Brava e Balneário Camboriu, oferece um boa orla e o mar tem ondas que garantem a diversão para quem gosta de surfar ou para os que gostam de pegar ""jacaré"" que é descer as ondas sem prancha... no verão, nas sequências de dias de sol a água vai clareando, assim como as demais do litoral. Temperatura agradável no verão, boa diversão para toda a família. É mais popular que a Brava, por exemplo.","Curitiba, PR",95,13 de maio de 2018,praia_cabeçudas
4,Pedalando,Lugar com uma vista incrível. Para quem gosta de pedalar não deixe de incluir no trajeto este belíssimo lugar. Bom para dar aquela parada estratégica e tomar uma água sentado  na pracinha próximo a igrejinha.,"Balneário Camboriú, SC",26,7 de maio de 2018,praia_cabeçudas
5,Passeio maravilhoso,"Praia muito boa, limpa, tranquila, com bares que oferecem guarda-sol e cadeiras, boa para se passear em família.",,5,2 de maio de 2018,praia_cabeçudas
4,"Praia calma, mar limpo, ambiente alegre e familiar. Paisagem linda!","Num domingo ensolarado, aproveitamos a praia que oferece chuveiros públicos. Descansamos à sombra das árvores na calçada. Escolhemos um dos restaurantes de frente para o mar onde acontecia a partida da Regata Volvo Ocean Race. Um espetáculo raro e encantador.","Itajaí, SC",48,30 de abril de 2018,praia_cabeçudas
4,Recomendo!,"Tranquila, sem movimento, preços mais baratos. Deliciosa. Plana e ótima pra fazer uma caminhada, seja na areia seja no calçada.","Belo Horizonte, MG",71,23 de abril de 2018,praia_cabeçudas
5,Praia mais tranquila da região,"Pra quem quiser fugir do ambiente cheio da Brava, a praia de Cabeçudas é uma boa opção, já que tem uma vibe mais familiar e local! Só tem que ficar atento porque tem menos opções de restaurantes e bares e menos lugar pra estacionar o carro!","Itajaí, SC",147,23 de abril de 2018,praia_cabeçudas
5,Praia familiar,Cabeçudas é considerado um bairro seguro e familiar. Praia calma e limpa... ideal para ir com a família e crianças.,,11,18 de março de 2018,praia_cabeçudas
5,Praia bem familiar,"Praia muito linda e tranquila. Mar claro e águas (mês de março) mornas. Visual muito bonito, com possibilidade de caminhadas a pé ou de bicicleta. Muito segura.","São Paulo, SP",28,17 de março de 2018,praia_cabeçudas
5,piscina de água docê,"uma praia tranquila mas parece uma piscina gigante, recomendo principalmente para quem tem crianças pois é uma praia bem familiar","Jundiaí, SP",140,13 de março de 2018,praia_cabeçudas
4,Tranquilidade,"Trata-se de uma praia com um calçadão arborizado e bancos para usufruir da bela paisagem, lugar tranquilo e familiar. A praia para banho é um tanto perigosa em função da declividade.","Itajaí, SC",9,5 de março de 2018,praia_cabeçudas
5,Praia sensacional,"Lugar calmo, seguro e com um excelente atendimento dos quiosques que te servem na areia. É ideal para quem quer tranquilidade sem deixar de ter opções boas de hospedagem e alimentação.","Itajaí, SC",21,4 de março de 2018,praia_cabeçudas
