rating,title,text,location,num_contributions,date
4,Tranqüilo,Praia para quem gosta de areia branca fina e mar limpo. Fora do agito de São Francisco do Sul.Opção residencial.,,8,19 de novembro de 2014
4,Local Tranquilo e Residencial,"Localizada ao lado da Praia do Ubatuba, também tem o mar um pouco mais agitado e bravo de vez em quando. Ideal para caminhadas pela areia e passeios com a família,",,35,15 de setembro de 2014
5,uma boa caminhada,"Tem um aspecto muito bom... curtir as pedras, andar na praia, é um lugar para ser curtido...tem uma longa praia e aproveito pra caminhar bastante.................","Curitiba, PR",4,12 de setembro de 2014
5,Bonita e calma,"Nesta época do ano, muito calma. Muito bom caminhar pela areia fina e macia, com veios monazíticos. Local parece bem seguro, mesmo à noite. Vale a visita.","Curitiba, PR",30,9 de setembro de 2014
4,Traquilidade,"Itaguaçu é a extensão da Praia de Ubatuda, separadas apenas por um morro com casas! Entre elas dev dar 1km e vc vai normalente pela avenida beira mar. Quam não conhece deve até achar que é a mesma praia. Areia, mar as vezes bravo, as vezes calmo!! Mesmo no verão não é entupida! Adoro também!!","Curitiba, PR",63,15 de maio de 2014
4,Itaguaçi x Ubatuba,"Posso estar errada, mas achei as duas praias muito parecidas, alias uma é extensão da outra. Só passei visitando, mas creio que as duas  tem tanta infra estrutura quanto a Enseada. São tranquilas também, mas o mar é agitado.","Itapema, SC",523,22 de abril de 2014
4,Calma e com bastante areia,"Praia de águas calmas ( mas com ondas), com extensa faixa de areia, bem localizada e com muita tranqüilidade. Nenhum restaurante disponível tão pouco bares. Excelente para caminhar ao por do sol e apreciar a natureza. Vale o passeio.","Joinville, SC",147,14 de abril de 2014
4,Tranquilidade,"Praia de mar bravo, dependendo da época do ano praticamente deserta. Não tem nenhum tipo de comércio na praia ( quiosques, barraquinhas, aluguel de cadeiras e guarda sol).Precisa levar tudo que for precisar: bebidas, beliscos, cadeira, guarda-sol. Se você quer relaxar e se livrar das aglomerações é o lugar ideal. Não aconselho para crianças.","Ribeirão Preto, SP",11,28 de março de 2014
4,Boa opção,"Praia divisa com morro do forte e praia ubatuba. Praia com poucas ondas na época que estive lá. Boa faixa  de areia, fica em uma região residencial. Não tem comércio de praia, bares e restaurantes. Ótima opção para passar o dia.","São José dos Pinhais, PR",6,12 de março de 2014
4,Boa.,"Estivemos em janeiro,  a praia é frequentada por famílias, mas não estava cheia. Não há nada para comprar na praia, você tem que levar. O mar tem muitas ondas, mas a água estava quente.","São Paulo, SP",497,11 de fevereiro de 2014
4,Praia excelente,"Passei o final de semana com minha filha de 2 anos e minha esposa nesta praia, o tempo estava excelente, a água limpa e cristalina, excelente para curtir o mar. Não dava vontade de ir embora. Recomendo esta praia para quem tem filhos ou não gosta de muito agito.","Joinville, SC",44,10 de fevereiro de 2014
4,Tranquilidade e de águas mornas,"Gostei das águas mornas e tranquilidade. O local é bom para famílias. Há pontos com ondas fortes, mas também locais com bandeira verde.   Há a sorveteria Paviloche para lanches e petiscos no restaurante Caiçara.","Rio do Sul, SC",25,9 de fevereiro de 2014
4,Belas casas,"Uma praia com casas de alto padrão e arquitetura moderna. Quase não há prédios e a maioria da população é de veranistas, o  que confere uma certa privacidade. Alguns restaurantes básicos.","Jaraguá do Sul, SC",468,14 de janeiro de 2014
5,praias,"lugar inesquecivel; praia com poucas ondas (as vezes o mar pode ficar agitado) mas da para ""curtir"" com a familia e crianças; restaurante Caiçara no inicio da praia  de Itaguaçu (entre Ubatuba e Itaguaçu) tem pratos a base de frutos do mar muito bons!","Curitiba, PR",12,13 de janeiro de 2014
5,Excelente,"A praia é ótima. Local tranquilo e próprio para quem tem crianças. Próximo ao forte, que é excelente para visitação. Praia com ondas baixas, beira mar calçada, bem iluminada... Para quem quer descanso e tranquilidade, vale a pena.","Jaraguá do Sul, SC",73,10 de janeiro de 2014
5,Espetacular,"Fomos surpreendidos positivamente. Esperava uma praia de ondas agitadas, mas encontram,os um lugar calmo e tranquilo. Poucas e fracas ondas, ideal para família. Areias e águas limpas e pudemos nos divertir bastante. É uma praia bem residencial, sem música alta,ideal para descansar com as crianças","Curitiba, PR",210,6 de janeiro de 2014
4,Praia excelente,"Esta praia é muito boa para tomar banho de mar, água com temperatura agradável, sem muito repuxo, bem gostoso o banho e também não estava lotada nesta época do natal.","Joinville, SC",44,28 de novembro de 2013
5,Excelente!,"Achei a Praia de Itaguaçu muito limpinha, embora pequena. O lugar é bem rústico. Lembra um pouco as praias do Rio Grande do Sul, no interior.","Curitiba, PR",126,19 de outubro de 2013
