praia,aspecto,aspecto_nome,n_avaliacoes,n_mencoes,pct_mencoes,nota_media,nota_mediana,pct_negativas,pct_positivas,confianca_media,exemplos_evidencia
praia_da_armação_de_itapocoroy,acesso_estacionamento,Acesso / estacionamento,118,5,4.24,3.6,5.0,40.0,60.0,0.94,"De fácil acesso, com muitos estacionamentos | praias de difícil acesso | não possui boas opções de acesso | é fácil de chegar, seja a pé ou de táxi | É de fácil acesso"
praia_da_armação_de_itapocoroy,beleza_natural,Beleza natural,118,37,31.36,4.78,5.0,2.7,97.3,0.96,"o local é de tirar o folego de tão belo! | Linda praia, bela natureza | belíssimo por do sol | A paisagem e belíssima | a paisagem é muito bonita | A praia é linda, um paraíso | uma das mais belas | A vista até e bonita | um vista muito boa | por- do -sol....o céu fica cor de rosa | praias exoticas | Adoro a paisagem. O lugar é lindo | praia é muito bonita | lugar paradísiaco | Paisagem bonita | por do sol magnífico | Paisagem incrível | lugar lindo | lindo visual | belo binômio entre a natureza"
praia_da_armação_de_itapocoroy,comercio_servicos,Comercio / servicos,118,19,16.1,3.79,4.0,15.79,73.68,0.92,"restaurantes especializados em frutos do mar, vários vendedores | oferece muitas opções, tanto para lanchar, comer ou petiscar | comida local também é uma atração a parte | Para fazer um lanche ou tomar uma bebida é preciso andar muito | vários bares, restaurantes e lanchonetes, tinha uma feirinha | Tem bons restaurantes em sua orla | Muitos restaurantes perto | O ponto forte são os restaurantes em volta | excelentes opções de alimentação | bares e restaurantes agradáveis na orla | Algumas opçõe"
praia_da_armação_de_itapocoroy,custo_beneficio,Custo-beneficio,118,3,2.54,3.0,2.0,66.67,33.33,0.95,pessoal de lá é meio sem noção nos preços... vão cobrar a mais | preços bem honestos (10/20 reais) | quiosques são bem caros
praia_da_armação_de_itapocoroy,familia_criancas,Familia / criancas,118,16,13.56,4.44,5.0,12.5,87.5,0.95,"lindo lugar para curtir com a familia | Boa pedida para levar as crianças | ideal para famílias com crianças | não tem estrutura para crianças | aconchegante e familiar | ótima para crianças, bem calma | muito boa para crianças. Mar calmo, sem ondas | leve a sua família | ideal para família com crianças | bom para crianças | Não é uma praia aconselhada para crianças | pode ficar com criança pequena | uma ótima opção para as crianças de divertirem | Bairro pacato é tranquilo, ideal para família c"
praia_da_armação_de_itapocoroy,infraestrutura,Infraestrutura,118,18,15.25,2.22,2.0,77.78,22.22,0.93,"não oferece nada pra comer | não tem infraestrutura | Infra estrutura zero | melhores pousadas | Pouca estrutura (banheiros e quiosques) | Sem infraestrutura nenhuma | A praia não possui infraestrutura | falta uma boa infraestrutura | falta aluguel de carros e taxis de rua | não tem muita infraestrutura | A prefeitura não investe em infra-estrutura | a infraestrutura deixa muito a desejar | a estrutura, o plano diretor e principalmente o saneamento básico | sem estruturas para poder aproveitar m"
praia_da_armação_de_itapocoroy,limpeza,Limpeza,118,29,24.58,2.24,2.0,72.41,27.59,0.95,"vê o esgoto sendo lançado na água | Muitas saídas de esgoto direto na praia | quantidade de lixo, sério, horrível... água é imprópria pra banho | esgoto indo direto pro mar. Mar agitado! Água escura. Cheia de sujeiras por tda parte | agua com muita poluicao | limpa | tem um mau cheiro | areias limpas | areia e mar muito sujo | água suja.. Praia... quase sempre imprópria para banho | Água escura, fedorenta. Com um corregozinho duvidável. Cheio de algas | Não se faz a limpeza da areia | água é mui"
praia_da_armação_de_itapocoroy,mar_banho,Mar / banho,118,45,38.14,3.11,2.0,51.11,44.44,0.94,"mar tranquilo | aguas paradas | imprópria para banho | Praia Imprópria para o banho | Sem ondas | não recomendo aos veranistas se banhar | águas claras e calmas | mar calmo | quase sem ondas, com água super limpa | A água do mar não é própria para banho | sem condições de entrar no mar aqui | impropria para banho | ondas são gentis | parecia suja, para banho não recomendo | Imprópria para banho | Praia não própria para o banho | A praia não é recomendável para banho | excelente para banho, mar c"
praia_da_armação_de_itapocoroy,seguranca,Seguranca,118,4,3.39,2.75,2.0,75.0,25.0,0.94,"sem salva vidas | com toda a segurança, tanto pela vizinhança hospitaleira quanto pela presença de um posto da PM | pessoas meio suspeitas, da medo | tomar cuidado com os buracos"
praia_da_armação_de_itapocoroy,tranquilidade,Tranquilidade,118,26,22.03,4.54,5.0,11.54,88.46,0.96,"bem tranquila a vizinhanca | Paz, tranqulidade. | muito sossego | havia poucos frequentadores | Lugar tranquilo | desertinha | ambiente exato para refletir,relaxar | Lugar super tranquilo | Praia tranquila | essa praia sempre é muito calma | Lugarejo muito sossegado | uma das mais tranquilas e aconchegantes | Super tranquila | reúne história e tranquilidade | praia tranquila | Praia calma e tranquila | não muito frequentado. o que nos traz mais sussego | A Armação é uma praia tranquila | local b"
praia_da_atalaia,acesso_estacionamento,Acesso / estacionamento,210,37,17.62,3.62,4.0,35.14,64.86,0.96,"existe poucas entradas de acesso | Nao tem muito lugar pra estacionar | O caminho ate a praia eh muito bonito | Estacionamentos | dá pra descer com o carro até na areia | dá para descer com o carro até a areia | Seu acesso é bem fácil. | tem local pra estacionar | falta de estacionamento. Na alta temporada é necessário chegar muito cedo | só é um pouco ruim para estacionar | acesso é bem ruim, não tem onde parar o carro | acesso fácil pelo estacionamento... grande e gratuito | falta de estaciona"
praia_da_atalaia,beleza_natural,Beleza natural,210,57,27.14,4.82,5.0,1.75,98.25,0.97,"Linda praia | Bonita | possui um visual fantastico | Praia linda | a praia do atalaia é muito bonita, a vista eh super linda | Lugar lindo em meio a natureza | Bonita. | pequena mas bonita | linda vista do Farol Cabeçudas e do Farol Molhes da Barra | É uma praia muito bonita | Praia belíssima, ideal para acompanhar o pôr-do-sol | praia linda e charmosa | apreciar a vista de fim de tarde | Praia linda! | junto a um bela encosta verde | o ponto alto é o visual da praia, com pedras, muitas árvores "
praia_da_atalaia,comercio_servicos,Comercio / servicos,210,42,20.0,3.9,4.0,14.29,73.81,0.93,"recheado de restaurantes para todos os gostos e bolsos | nao tem muito lugar pra comer, almoçar | Restaurante | um porção de bares | Barzinhos com excelente atendimento, comida boa e cerveja gelada | algumas barracas para com alguma coisa para beber e comeR | Os quiosques do local também são muito bons | servindo um excelente açai com um atendimento muito bom | Fomos muito bem atendidos nos barzinhos, comida boa e cerveja gelada. | Quiosques a bera mar | quiosques ficam embaixo de árvores enorme"
praia_da_atalaia,custo_beneficio,Custo-beneficio,210,1,0.48,5.0,5.0,0.0,100.0,0.95,preço muito bom no custo benefício
praia_da_atalaia,familia_criancas,Familia / criancas,210,34,16.19,4.71,5.0,2.94,97.06,0.96,"Lugar bem bacana de ir passear com a família | Lugar muito gostoso para passear com a namorada, amigos, família. | levei meu filho e gostamos | boa para família, pois aprofunda lentamente | Para um passeio em família ou com amigos... o ambiente é bem propício | Bom local para ficar com toda a familia | pais com criancas pequenas podem ficar a vontade | é um bom passeio para a família | Muito boa para ir com crianças | Ir com a família e crianças | ótima para levar criança | Otima para passarmos "
praia_da_atalaia,infraestrutura,Infraestrutura,210,45,21.43,4.16,4.0,15.56,82.22,0.95,"com uma boa infraestrutura | Tem boa infraestrutura e conta com salva vidas | boa estrutura para futebol e vôlei de areia | A infraestrutura deixa um pouco a desejar | Praia sem muita infra estrutura | Tem uns quiosques com ducha | orla muito interessante... variedade de restaurantes e pizzarias | dá para usar banheiro com tranquilidade... ducha para tirar o sal e a areia, que funciona bem | banheiros, que são um pouco sujo , falta água | Praia com boa estrutura (restaurantes, banheiros, policia"
praia_da_atalaia,limpeza,Limpeza,210,28,13.33,4.43,5.0,10.71,82.14,0.97,"limpa | A praia é bem limpa | bem cuidada | águas limpas | a água não é sempre limpa | A areia não é grossa... é bem melhor | areia limpinha | destaca-se pela limpeza da areia e da água. | Praia de água limpa, areia branca | praia limpa | Praia limpa | água limpa | Tudo muito limpo. | Tudo limpo e caprichado!! | água do mar ser poluída. | limpo | a limpeza se faz presente | limpa sem poluição | a praia é um pouco suja, meio abandonada | Praia bonita e limpa | areia suja de algas | No geral limpa"
praia_da_atalaia,mar_banho,Mar / banho,210,62,29.52,4.06,4.0,8.06,77.42,0.94,"Praia que tem boa ondas | Algumas vezes há correnteza, ficar atento com crianças. | proporciona boas ondas | sem ondas fortes | pode-se tomar banho com tranquilidade | o mar é um pouco agitado | Boa para surf / Boa para banho | boa ondulação | boas ondas durante o ano todo | mar morninho | mar bem calmo. Água muito boa e transparente | muito boa pra quem gosta de surfar | O mar também é calmo e ideal para crianças | O mar uma delicia para se banhar | Mar tranquilo e limpo | águas calmas | aguas "
praia_da_atalaia,seguranca,Seguranca,210,25,11.9,3.72,4.0,20.0,68.0,0.94,"muito segura para as crianças | conta com salva vidas | dar muita gente mal encarada | Salva-Vidas | Possui posto salva-vidas. | constante sensação de que poderá ser assaltado | Há guarda municipal 24 horas | muito maconheiro usando drogas e cuidando pra fazer assaltos... destruiram a fechadura do meu carro | iluminação especial que garante segurança a prática deste esporte | lugar seguro de dia. A noite, tomar cuidado | deve ser respeitada a sinalização dos Salva-Vidas | serviço de salva-vidas "
praia_da_atalaia,tranquilidade,Tranquilidade,210,42,20.0,3.83,4.5,28.57,66.67,0.94,"Não é legal para quem quer tranquilidade | muito cheia durante toda a temporada | não espere tranquilidade, alguns desembestados adoram colocar o Som dos auto falantes no último | é tranquila sem ondas fortes | praia tranquila | pra relaxar, longe de toda badalação | Praia tranquila. Pra quem gosta de tranquilidade. | leveza distanciada do muvuca de outras praias | Praia tranquila | Tranquila | praia bem tranquila | barulhenta | não é tão tranquilo pois lá se permitem carros com o som alto | tud"
praia_da_enseada,acesso_estacionamento,Acesso / estacionamento,601,81,13.48,2.88,2.0,59.26,37.04,0.95,"não disponibiliza muitas vagas de estacionamento e a multa é uma constante | demora para chega ao local... estacionamento a beira mar para fazer calçada, e a polícia tá em cima, dando multa | não tem vaga de estacionamento... a polícia multa os veículos dos turista a rodo | fácil estacionar | a rodovia para ir até lá, sempre tem congestionada | estrada de acesso tem constantes engarrafamentos | tem estacionamento gratuito | O transito atrapalha um pouco | se chega por uma trilha muito legal | co"
praia_da_enseada,beleza_natural,Beleza natural,601,146,24.29,4.78,5.0,3.42,93.84,0.95,"Local muito bonito, onde pode-se observar a bela natureza. | não tirou a beleza da paisagem e de suas águas | bela vista | visual muito lindo | espetáculo da natureza | Linda praia | praia e simplismente maravilhosa | Linda vista | um por do sol de tirar o folego | o pôr do sol é mais lindo ainda | praia é bonita | Praia mais bonita da região | Praia mais bonita de São Francisco! | visual deslumbrante | Lugar lindo... lugar muito bonito para relaxar | continua linda | Praia linda | muito linda e"
praia_da_enseada,comercio_servicos,Comercio / servicos,601,215,35.77,4.32,4.0,4.65,90.23,0.93,"lojinhas são bem legais os vendedores super simpáticos | restaurante Marujus (que é ótimo) | Diversas opções gastronômicas | bares e restaurantes que valem a pena | comércio oferecendo muitas opcoes | lotação de todo o comercio local | boa estrutura de restaurantes, bares, farmácias | cheia de quiosques, atividades aquáticas, bares e restaurantes | muitos restaurante e quiosques á beira mar | muitas barraquinhas de bebidas e alimentos | diversas opções de restaurantes e até uma pequena feira de "
praia_da_enseada,custo_beneficio,Custo-beneficio,601,32,5.32,4.31,5.0,9.38,84.38,0.92,preços bem convidativos | Locais com bons preços | os preço são meio altos | preço é razoável | biquínis baratos | comida barata | Restaurantes com preços acessíveis | preços razoaveis | preços baixos | comida escelente e preço bom. | atendendo a todos os bolsos | custo beneficio muito bom | preços acessíveis | financeiramente acessível | preços razoáveis | preço justo | gasto monetário não é alto | sem precisar pagar preços exorbitantes | preços justos nas barracas | comida boa e barata | Não c
praia_da_enseada,familia_criancas,Familia / criancas,601,158,26.29,4.92,5.0,1.27,98.73,0.96,"para quem tem criança é calma | maravilhosa para ir com crianças | Familiar! | bom para banho e brincadeiras com crianças | Praia ideal para crianças, idosos | ideal para quem tem crianças | apropriada para crianças e idosos | Ótimo para família com crianças pequenas | ótima para crianças | bom para familia | ótimo para familia | excelente para crianças pequenas | Recomendo para viagens com crianças | passeios com a família e amigos | a melhor praia para quem esta com crianças | Melhor opção de "
praia_da_enseada,infraestrutura,Infraestrutura,601,140,23.29,3.98,4.0,16.43,76.43,0.94,"banheiros não tem , só aqueles químicos e muito sujo | Bem sinalizada | ótima estrutura de restaurantes e quiosques | pontos com ducha gratis | melhor estruturada... com quiosques, restaurantes | boa infraestrutura | bastante infraestrutura de bares na orla | Não tem muita infraestrutura | chuveiros de água doce públicos | quadra de voley, pista de skate | orla tem boa estrutura | posto de gasolina praticamente na faixa de areia | boa estrutura de lojas, quiosques e restaurantes | estrutura disp"
praia_da_enseada,limpeza,Limpeza,601,166,27.62,4.18,5.0,19.88,75.9,0.95,"super limpa | Praia limpa, sem poluição e sem lixo | praia limpa de areia branca e fina | Praias limpas | praia bem limpa | praia continua muito limpa | areia branca fina e limpa | sofresse tanto da poluição da cidade, que é despejada diretamente ao mar | Praia limpa | A praia estava limpa | limpa | muito residuos... muita polucao nas margens | Água turva e amarronzada | limpo | limpeza é constante | água limpa | muito poluída por falta de sistema de esgoto. Cheiro fica insuportável | Mar calmo "
praia_da_enseada,mar_banho,Mar / banho,601,297,49.42,4.65,5.0,5.39,88.89,0.96,"mar calmo | Ondas tranquilas | Praia de Águas límpadas. | A água é transparente e a praia parece uma piscina. | ondas serenas | Praia calma, poucas ondas e excelente para banho | águas são calmas e quase sem ondas | Águas calmas | Águas cristalinas e mar calmo sem ondas | Mar com águas calmas | Praia de aguas limpas e calma | Poucas ondas e praia limpa | o mar é tranquilo para as crianças | Praia de águas tranquilas | mar calmo e limpo | mar calmo, sem ondas, limpo | achei ela muito inclinada e "
praia_da_enseada,seguranca,Seguranca,601,34,5.66,4.76,5.0,2.94,94.12,0.95,praia é super segura parece uma piscina | Bem resguardada pelos guardas vidas | muito seguro e agradável | perfeitamente sinalizada e sendo assim muito segura | Os salvavidasestao sempre atentos | segura | Possui guarda vidas a cada km | playground em condições de segurança | bom nível de segurança para os banhistas | salva vidas | lugar seguro | crianças podem brincar com segurança | bem resguardada por guarda vidas | ambiente seguro | muita segurança | Super tranquilo... em questão de seguranç
praia_da_enseada,tranquilidade,Tranquilidade,601,172,28.62,3.85,4.0,23.84,63.95,0.93,"Local tranquilo | quem quer tranquilidade! | não tinha ambulantes | Praia calma e tranquila | poucos vendedores ambulantes | Praia tranquila sem muita muvuca | Praia tranqüila | pouca gente | Na temporada é absolutamente lotada | Praia tranquila | muita gente | meio deserta, nos dias que fui estava bem tranquilo | muita tranquilidade | Ambiente tranquilo para gosta de pouco badalação | tranquila | Um praia muito tranquila | tudo muito tranquilo | fugir da agitação | Muito cheia durante as tempor"
praia_da_paciência,acesso_estacionamento,Acesso / estacionamento,236,70,29.66,2.34,2.0,68.57,8.57,0.93,"acesso por uma curta estrada de chão... estacionamento público gratuito | quase não tem estacionamento | Praia de difícil acesso | trajeto é de estrada de chão | não tem estacionamento | acesso razoável | pouco espaço para estacionar | poucos lugares para estacionar | uber leva mas não te busca lá, terá um morro de uns 150m para subir | afastada... Uber não vai, cancela as corridas | localização complicada para ir a pé. É preciso andar um trecho em estrada de chão | acesso por estrada de chão ba"
praia_da_paciência,beleza_natural,Beleza natural,236,88,37.29,4.88,5.0,0.0,97.73,0.96,"Praia linda | Simplesmente Maravilhosa, paradisíaca | Local muito bonito. Um paraíso | beleza natural exuberante. Linda | beleza indescritível | maravilhoso... aguas cristalinas | Lindo demais, sem palavras | A praia e linda | Praia paradisíaca | A praia é linda | Praia Linda | Lugar LINDO, vista espetacular. | Praia remota e bonita | Praia muito linda!! | lugar muito bonito com várias paisagens | Harmonia entre pedras, mar e uma tranquilidade incrível | cercada por vegetação e pedras que da ao "
praia_da_paciência,comercio_servicos,Comercio / servicos,236,57,24.15,3.58,4.0,19.3,50.88,0.92,excelente bar com bebidas e cervejas geladinhas | barraca de apoio com lanches deliciosos | barzinho bem simpatico com petiscos e frutos do mar | estrutura de restaurante que serve petiscos e bebidas | bar simples que serve aperitivos | pequena estrutura vendendo bebidas e comida | Há apenas uma lanchonete | ótimas porções de camarão e mariscos a preços realistas | bons lugares por perto pra comer e se hospedar | restaurante que serve uns mariscos sensacionais | Há um barzinho no local onde se p
praia_da_paciência,custo_beneficio,Custo-beneficio,236,12,5.08,4.83,5.0,0.0,100.0,0.93,preços ótimos de locação | preço justo | é barato | preço super acessível | a bons preços | preços são super acessiveis | por apenas 15 reais | preço bem em conta | muito barato | preços acessíveis | preco justo.
praia_da_paciência,familia_criancas,Familia / criancas,236,44,18.64,4.48,5.0,13.64,86.36,0.95,"ótima para crianças | Tartarugas são um atrativo para as crianças | ótimo para família | ideal para aproveitar a praia com crianças | não recomendo para crianças | ótimo lugar para as crianças aproveitarem | praia ótima para ir com crianças | Ideal para famílias | recomendo para familias, crianças | Bom para ir com crianças | Praia ideal para famílias com crianças | Perigoso para crianças. A praia é bem pequena, tem buracos e muitas pedras. | ideal para crianças | mansa para criancas | Ideal par"
praia_da_paciência,infraestrutura,Infraestrutura,236,52,22.03,1.65,2.0,92.31,3.85,0.95,"não tem banheiros | sem estrutura | Não tem opções de comida, cadeiras e etc | não existe [banheiro] | as pessoas são obrigada a fazer as necessidades no mato!!!! Banheiros químicos... são bem vindos!!! | NÃO TEM BANHEIRO NA PRAIA!!! | proibido construir banheiros | não tem estrutura de nada | n tem banheiro público | não tem banheiro, nem bar ou lanchonete | Praia sem infraestrutura | Não há banheiros na praia | Não tem banheiro, nem ducha | falta de banheiro | infraestrutura é deficitária | NÃ"
praia_da_paciência,limpeza,Limpeza,236,51,21.61,3.65,5.0,31.37,60.78,0.96,"A areia não é muito limpa | limpa | Praia suja e sem estrutura, havia muito lixo amontoado | água com bastante sujeira | bastante limpas | limpíssima | água limpa! | bem limpa | areia limpa | águas claras | Praia de águas limpas | A água é limpa | agua fedida, muito esgoto, poluicao alta na agua, areia suja | vi passar ao meu lado, um cocô boiando | muito limpa | areia limpa. Praia de águas limpas | Água limpinha | muito lixo deixado pelos turistas, cheiro forte de peixe | Há lixeira separada pa"
praia_da_paciência,mar_banho,Mar / banho,236,84,35.59,4.37,5.0,14.29,78.57,0.96,"O mar é calmo e com uma cor maravilhosa | Muito calma a água... água cristalina | ondas tranquilas | águas tranquilas | Águas cristalina e... claras e quente | água quentinha | sem ondas. Parece uma piscina | águas tranquilas... piscinas naturais | água transparente e a temperatura... é uma delícia | Ondas calmas, praia tranquila | mar tranquilo | Águas calmas! | sem ondas | mar tranquilo e límpido | aguas tranquilas | águas claras | O mar puxa bem | mar calmo | Ótimo lugar para tomar um bom ban"
praia_da_paciência,seguranca,Seguranca,236,7,2.97,1.29,1.0,100.0,0.0,0.94,"tentaram roubar nosso carro | já ouvi falar de assalto aos carros | não possui salva vidas | sem salva vidas | muitas pedras, risco de acidente para adultos e crianças | lugar é deserto... Não recomendo fazer isso de casal | a segurança deveria ser 24 horas"
praia_da_paciência,tranquilidade,Tranquilidade,236,80,33.9,3.98,5.0,22.5,67.5,0.94,"pequena e tranquila | os dois tinham música, barulho | tranquilo... ideal para relaxar | Calmo e sem muito movimento | calma | muitaaaaaa gente e nenhum distanciamento | estava cheio demais | Praia tranquila | Excelente para quem quer tranquilidade | cheia, parece uma lagoa lotada, não dá para pisar o pé na areia e nem mergulhar de tanta gente. | Muito tranquila! | Praia bem tranquila | perfeito para relaxar | Praia calma | muita tranquilidade | Praia bem calma | Para quem não gosta de multidões"
praia_de_porto_belo,acesso_estacionamento,Acesso / estacionamento,192,9,4.69,2.56,2.0,66.67,33.33,0.93,trânsito estar caótico... ruas transversais... muito esburacadas | fácil acesso | ótimo acesso | o acesso está horrível | acesso à beira mar você tem que entrar por vielas | só ha uma via para deslocamento o transito e insuportável | poucas chances de entrada e saída da cidade | necessário fazer uma trilha pequena... porém nada difícil | acesso pela BR101 teve engarrafamento... ruas são estreitas e parecem não dar conta de grande movimento
praia_de_porto_belo,beleza_natural,Beleza natural,192,56,29.17,4.64,5.0,7.14,92.86,0.95,"Cheia de belezas naturais, a ponta com pedras e barcos de pescadores locais é uma atração a parte | água calma e cristalina | apreciar a bela vista do local | natureza impressionante | A praia nao é nada bonita | Praia linda | Belíssima praia. Praia linda | Um lugar muito bonito | vista era maravilhosa, sem contar a água cristalina | paisagem excepcional | paisagem linda | Lindo lugar exuberante natureza | Lugar belíssimo. Lugar maravilhoso. | A paisagem é linda, inspiradora! | SIMPLISMENTE LIND"
praia_de_porto_belo,comercio_servicos,Comercio / servicos,192,24,12.5,3.83,4.0,20.83,70.83,0.93,"Bons restaurantes e bares. Comércio diversificado. | pouquíssimas opções de restaurantes e compras | não tem serviços turístico | pracinha com vários locais gostosos para comer e beber | preço ótimo, cardápio variado e música boa | não tem ninguém vendendo porções ou algo do tipo | bons restaurantes | Com muitos comércios, restaurantes | feirinha de artesanato com preços abusivos | Locais de alimentação bem organizados e bom atendimento | quem chega é bem servido de posto de informações turístic"
praia_de_porto_belo,custo_beneficio,Custo-beneficio,192,15,7.81,3.8,5.0,33.33,60.0,0.94,"altos valores das poucas pousadas | preço dos comércios são muito bons | preço ótimo | preços justos | preços acessíveis | preços se elevam se você chega de navio | custo x benefício excelente | hospedagem é bem mais em conta | onibus que custa 3,00... valor dos passeios... 30,00 | na ilha de porto belo e lá tudo e extremamente caro | preço e fora da realidade | preço bem razoável | refeição é mais cara devido a falta de opção | Ofereceram me levar por 200 reais... peguei um circular por 3 reais"
praia_de_porto_belo,familia_criancas,Familia / criancas,192,21,10.94,5.0,5.0,0.0,100.0,0.96,"ideal para crianças pequenas | ideal para com crianças pequenas | perfeita para quem quer curtir momentos com a família. As crianças adorarão | Boa para familia com criancas | Perfeita para aproveitar em família | Super recomendado para família com crianças | Local para famílias, para descansar e aproveitar o dia | própria pra quem viaja com crianças | excelente para crianças | Lugar ótimo para passear com crianças | excelente estando com crianças | boa pra crianças | muito tranquilo com criança"
praia_de_porto_belo,infraestrutura,Infraestrutura,192,22,11.46,3.73,4.0,31.82,63.64,0.92,"muitos bares de praia com ótima infraestrutura | conta com banheiros e ducha | precisa de um pouco mais de infraestrutura | não tem infraestrutura para receber turistas | não tem uma calçada para caminhada | estrutura comercial melhorou muito | infraestrutura bem melhor | bem equipado Iate Clube | Não há muita infraestrutura estrutura de serviços e acessos | vila bem estruturada com lojas e restaurantes agradáveis | Aproveite a ótima infra no inverno | arquitetura revigorada do local, sobretudo "
praia_de_porto_belo,limpeza,Limpeza,192,29,15.1,3.69,5.0,34.48,62.07,0.96,"Água limpa e praia limpa | praia ótima, limpa | águas são poluídas e improprias para banho | muito limpo | limpo | limpa | praias estão sendo limpas quase que diariamente | Praia limpa | recebe esgoto de dois córregos e a areia é escura e lodosa | luta maior controle do lançamento de esgoto | Praia super limpa | Águas sujas e que cheiram a diesel | praia limpa e bem cuidada | água não estava muito limpa | praia limpa | Aguas limpas | areia branquinha | restos de conchas e algas que prejudicam o "
praia_de_porto_belo,mar_banho,Mar / banho,192,65,33.85,4.11,5.0,20.0,70.77,0.95,"esta praia... é IMPRÓPRIA para banho! | Mar cristalino | Mar calmo | Não indicada para banho. A praia não é boa para banho | mar calmo | ondas sao leves | o mar era bem calmo | Mar calmo, com água limpa | praia sem onda e bem tranquila | uma praia calma | mar muito tranquilo | as águas são calmas | praia sem ondas | águas calmas | mar tranquilo | sem ondas | mar é bem calmo e limpo | praia calma | mar muito calmo | Extremamente calmo.. não tem ondas | Mar imprópio ao banho, com água fétida | a p"
praia_de_porto_belo,seguranca,Seguranca,192,3,1.56,3.33,4.0,33.33,66.67,0.95,não é segura | Lugar seguro onde se pode ir ao mar e deixar seus pertences | segurança
praia_de_porto_belo,tranquilidade,Tranquilidade,192,32,16.67,4.75,5.0,0.0,90.62,0.96,"Praia muito tranquila | escolhi pela tranquilidade do local | Praia calma | Praia tranquila, sem muita agitação | praia super tranquila | ideal para descansar | Sossego. | quer tranquilidade, é o local ideal | Praia com a areia branca e muito tranquila | Quem quer tranquilidade e o lugar certo | Praia tranquila | Local super tranquilo | Praia sossegada até em alta temporada! | Um lugar perfeito para quem quer descansar!!!Super tranquilo | bem tranquila até nos dias de muvuca | Tranquila e românt"
praia_de_são_miguel,acesso_estacionamento,Acesso / estacionamento,54,6,11.11,3.83,4.5,33.33,66.67,0.95,passar por uma estrada de terra que não está em boas condições | Acesso complicado para carros. Ruas muito estreitas. | Lugar de fácil acesso | estrada que leva até a praia é asfaltada | Fácil acesso | fácil acesso
praia_de_são_miguel,beleza_natural,Beleza natural,54,20,37.04,4.8,5.0,0.0,100.0,0.97,"Linda, gostosa | bastante bonita contando com bastante vegetação marinha | A vista é bonita | Local bonito | Praia maravilhosa e com uma bela vista | bela vista no final do caminho | bem bonita | local realmente bonito | lugar paradisíaco | Praia maravilhosa com linda paisagem | lindo visual | uma das mais bonitas entre as 19 praias | paisagens lindas | praia bonita com belas paisagens | Praia muito bonita | É uma praia linda | A praia é belíssima | pequena e linda | vista linda | praia maravilh"
praia_de_são_miguel,comercio_servicos,Comercio / servicos,54,12,22.22,3.58,4.0,25.0,75.0,0.93,"A única barraca aberta não dá assistência nenhuma. Ficamos 1h sentadas e não recebemos nenhum tipo de atendimento | ótimos restaurantes na orla e uma peixaria excepcional | atendentes que levam seu pedido até você | culinária muito boa | Não é o ideal para quem quer badalação, barraquinhas de praia | Tem restaurante e bares | Otimo pra ficar sentado e tomando uma cervejinha | volume excessivo de música de má qualidade | bem servida de restaurantes | Com bar e lanchonete | Tem opções para aliment"
praia_de_são_miguel,custo_beneficio,Custo-beneficio,54,2,3.7,5.0,5.0,0.0,100.0,0.98,preços bastante em conta nos restaurantes | Ótimo preço e excelente qualidade
praia_de_são_miguel,familia_criancas,Familia / criancas,54,17,31.48,4.88,5.0,0.0,100.0,0.97,Perfeita para a família! | Praia boa pra criança. | tranquila para a família | para as crianças são ótimas | muito própria para crianças | As crianças adoraram | excelente lugar para ir com a familia | bastante liberdade para as crianças se divertir | Boa para levar crianças pois o mar é calmo | um ótimo lugar pra passar o dia com a família | boa para ir com a família | Ideal para passeios em família | ideal para quem tem crianças | Praia ideal para crianças | praia familiar | boa opção par ir c
praia_de_são_miguel,infraestrutura,Infraestrutura,54,15,27.78,2.67,2.0,60.0,40.0,0.96,"não tinha infra estrutura | banheiro público, barzinho, parquinho para crianças | infraestrutura fraca.. A praia carece de muita urbanização | Possui infraestrutura | não conta com estrutura apropriada | pouca estrutura. não tem calçadão | Falta infraestrutura | inaugurou uma quadra de futebol de praia e volei | sem opções de barracas ou guarda sol | tem uma infraestrutura legal, com mercados, padarias, restaurantes | só falta um banheiro livre | Pouca estrutura | Tem boa infraestrutura | contra"
praia_de_são_miguel,limpeza,Limpeza,54,14,25.93,2.14,2.0,78.57,21.43,0.97,"A praia está extremamente suja | Precisa de mais atenção com o lixo | Cheiro forte de esgoto, água do mar cheira à camarão | não tem esgoto | areia suja e mau cheiro com esgotos a céu aberto | uma parte da praia está exposta a esgotos e lixos | esgotos a ceu aberto com cheiro insuportável,lixo espalhado | completamente suja | Praia limpa | Agora está mais limpa, a Prefeitura fechou uma tubulação de esgoto | as vezes está muito suja | água é meio suja | praia estava suja com copos e litros descar"
praia_de_são_miguel,mar_banho,Mar / banho,54,27,50.0,3.93,5.0,25.93,74.07,0.98,"mar impróprio | mar tranquilo | mar calmo | mar bem tranquilo para as crianças | imprópria para banho | Mar bastante calmo e limpo | mansa, sem buracos, sem repuxo | água é imprópria para banho | águas calmas e limpas | Águas tranquilas e praticamente sem ondas | ondas tranquilas, mar calmo | águas calmas morna | mar muito calmo quase uma lagoa | O mar é calmo | mar muito bravo e perigoso | por não ter muitas ondas | água calma ideal para passeios de caiaque e nadar | Praia calma. Praia sem onda"
praia_de_são_miguel,seguranca,Seguranca,54,1,1.85,4.0,4.0,0.0,100.0,1.0,Recentemente foi instalado o salva vidas!
